timestamp,open,high,low,close,volume
2018-01-02,95.47,96.76,93.08,94.36,3154018
2018-01-03,94.01,94.64,91.78,92.4,3404646
2018-01-04,92.45,94.23,91.39,93.16,2836314
2018-01-05,93.07,94.9,91.83,93.65,3917807
2018-01-08,93.74,94.54,92.04,92.83,2898682
2018-01-09,92.48,93.27,91.15,91.93,3411708
2018-01-10,92.2,95.42,91.32,94.51,5947318
2018-01-11,94.48,95.18,93.94,94.65,3597124
2018-01-12,94.36,96.75,93.81,96.18,4205772
2018-01-15,95.85,97.31,95.05,96.5,3135872
2018-01-16,96.75,100.06,95.45,98.73,3249485
2018-01-17,99.12,100.95,98.34,100.16,3142061
2018-01-18,100.41,101.14,97.75,98.47,2892407
2018-01-19,98.37,99.67,97.57,98.86,3448942
2018-01-22,98.73,102.36,98.03,101.64,6653145
2018-01-23,101.45,102.8,100.61,101.96,3346268
2018-01-24,101.99,102.8,101.4,102.21,3288435
2018-01-25,102.34,105.78,101.13,104.54,3986500
2018-01-26,104.64,105.79,102.9,104.05,4273618
2018-01-29,103.75,105.22,103.01,104.47,3712994
2018-01-30,104.42,107.86,103.63,107.05,5707609
2018-01-31,106.94,110.51,106.11,109.65,4671940
2018-02-01,109.83,111.04,106.1,107.28,2839415
2018-02-02,107.28,109.97,106.25,108.92,3749183
2018-02-05,109.48,111.37,108.23,110.11,2899146
2018-02-06,109.87,111.6,108.5,110.23,4798533
2018-02-07,110.34,111.49,109.17,110.33,2770124
2018-02-08,110.55,111.29,109.96,110.7,3360223
2018-02-09,110.73,112.68,109.65,111.6,3142762
2018-02-12,111.22,114.65,110.4,113.81,3512310
2018-02-13,113.88,115.93,112.46,114.51,4086540
2018-02-14,114.58,118.48,113.92,117.79,5787614
2018-02-15,118.36,123.31,117.35,122.26,5163329
2018-02-16,121.73,125.26,119.78,123.29,3450748
2018-02-19,123.28,129.14,122.05,127.87,4627759
2018-02-20,128.61,133.31,127.36,132.03,5077924
2018-02-21,132.32,132.75,130.98,131.41,3915659
2018-02-22,131.54,133.17,130.49,132.13,3026072
2018-02-23,131.96,133.12,127.76,128.9,2920914
2018-02-26,128.09,131.56,126.38,129.83,4296442
2018-02-27,129.64,132.83,128.11,131.28,3117399
2018-02-28,131.15,131.95,130.52,131.32,2768225
2018-03-01,130.93,131.74,129.16,129.97,2707494
2018-03-02,130.34,131.35,129.02,130.03,3826807
2018-03-05,130.04,130.6,128.41,128.97,3693465
2018-03-06,128.91,130.23,127.68,129.0,3199971
2018-03-07,128.68,131.55,127.75,130.6,4187159
2018-03-08,130.18,131.07,125.5,126.36,5407769
2018-03-09,126.49,128.49,125.62,127.61,2940425
2018-03-12,127.38,128.3,125.07,125.98,3249482
2018-03-13,126.06,127.32,123.35,124.59,3321847
2018-03-14,124.76,125.96,123.19,124.39,3782913
2018-03-15,124.52,125.91,123.15,124.54,3457426
2018-03-16,123.99,125.27,121.13,122.38,2853123
2018-03-19,122.43,124.67,121.24,123.46,3176098
2018-03-20,123.76,125.1,122.16,123.5,3750865
2018-03-21,124.11,126.51,121.78,124.18,2734169
2018-03-22,123.53,125.29,122.35,124.12,2751778
2018-03-23,124.82,126.04,123.01,124.23,3452294
2018-03-26,124.52,125.45,121.96,122.88,3407607
2018-03-27,122.83,124.15,118.75,120.04,3313659
2018-03-28,120.67,122.39,119.95,121.66,2845613
2018-03-29,121.02,123.33,119.96,122.26,3528506
2018-03-30,121.94,124.24,120.6,122.89,3898774
2018-04-02,122.64,123.45,121.91,122.72,2998873
2018-04-03,123.09,124.76,120.12,121.78,4007595
2018-04-04,121.82,127.19,120.55,125.87,5271279
2018-04-05,126.17,126.85,123.34,124.01,3449055
2018-04-06,123.92,125.64,121.02,122.72,2892971
