timestamp,open,high,low,close,volume
2018-01-02,57.51,57.93,56.39,56.81,5400664
2018-01-03,56.72,58.46,56.1,57.83,4799528
2018-01-04,57.59,59.14,56.83,58.37,4283781
2018-01-05,58.77,59.76,58.03,59.02,4805513
2018-01-08,59.22,61.23,58.42,60.41,6085608
2018-01-09,60.48,61.17,59.39,60.08,6033397
2018-01-10,59.92,61.24,59.37,60.69,5116151
2018-01-11,60.32,61.25,58.92,59.85,4180850
2018-01-12,60.15,61.64,59.68,61.17,5404481
2018-01-15,61.37,62.26,59.95,60.84,4724988
2018-01-16,60.82,62.82,60.23,62.22,4338627
2018-01-17,62.45,63.89,61.5,62.93,5280430
2018-01-18,63.19,64.54,61.46,62.79,4653424
2018-01-19,62.81,63.48,62.26,62.94,5800349
2018-01-22,62.79,63.73,59.73,60.63,10345804
2018-01-23,60.41,61.95,59.47,61.0,5867864
2018-01-24,60.95,61.35,59.41,59.8,5823702
2018-01-25,60.22,60.81,58.35,58.93,4881033
2018-01-26,58.85,60.73,58.37,60.24,6020598
2018-01-29,60.24,60.85,58.66,59.26,5002528
2018-01-30,59.3,59.89,58.33,58.91,4166722
2018-01-31,58.95,63.49,57.79,62.26,6596327
2018-02-01,62.18,62.66,61.93,62.41,4869580
2018-02-02,62.44,62.98,60.94,61.47,6596418
2018-02-05,61.51,62.23,60.92,61.63,5390648
2018-02-06,61.46,62.17,60.4,61.11,4104173
2018-02-07,60.94,63.13,60.32,62.5,5186392
2018-02-08,62.25,62.95,60.0,60.69,5448123
2018-02-09,60.77,62.16,60.41,61.79,4486794
2018-02-12,61.72,62.49,60.0,60.77,5160673
2018-02-13,60.59,61.06,59.62,60.08,6454908
2018-02-14,60.52,61.43,60.14,61.04,4767572
2018-02-15,61.14,62.1,59.75,60.7,4541333
2018-02-16,60.59,62.26,59.69,61.34,5420026
2018-02-19,61.27,63.3,60.22,62.23,5820525
2018-02-20,62.36,62.94,61.65,62.23,4173903
2018-02-21,62.04,64.13,61.37,63.45,5066508
2018-02-22,63.58,64.29,62.86,63.57,4189285
2018-02-23,63.55,64.35,63.17,63.97,4420630
2018-02-26,64.02,66.78,63.05,65.78,4898957
2018-02-27,65.87,67.06,65.29,66.48,5304792
2018-02-28,66.7,67.43,62.86,63.56,6737730
2018-03-01,63.47,64.16,61.08,61.75,4617437
2018-03-02,61.66,62.2,60.2,60.73,7110408
2018-03-05,60.99,62.22,60.23,61.45,5289354
2018-03-06,61.41,61.95,60.07,60.61,4396967
2018-03-07,60.24,61.05,59.71,60.52,5476364
2018-03-08,60.61,61.52,59.62,60.53,5159516
2018-03-09,60.4,61.06,57.09,57.73,9805764
2018-03-12,57.59,58.38,56.19,56.97,4518393
2018-03-13,56.91,57.35,56.1,56.54,4272964
2018-03-14,56.56,57.16,55.43,56.02,4460100
2018-03-15,56.2,57.12,55.73,56.64,4406775
2018-03-16,56.59,58.07,55.78,57.24,5349651
2018-03-19,57.07,59.88,56.31,59.09,8354711
2018-03-20,59.32,59.81,58.02,58.51,6045827
2018-03-21,58.88,60.23,58.18,59.53,4403760
2018-03-22,59.0,60.45,58.34,59.78,4261567
2018-03-23,60.16,60.67,59.51,60.02,4525167
2018-03-26,59.96,60.53,58.76,59.33,5434296
2018-03-27,59.24,60.07,57.86,58.68,4528771
2018-03-28,58.93,61.2,58.19,60.44,4491113
2018-03-29,60.68,62.81,59.98,62.09,6479302
2018-03-30,62.33,66.52,61.74,65.89,7308918
2018-04-02,66.23,67.14,64.03,64.93,4869460
2018-04-03,64.85,67.24,63.87,66.23,4941499
2018-04-04,66.14,67.03,63.93,64.8,4110382
2018-04-05,65.17,66.64,64.83,66.29,5529152
2018-04-06,66.23,67.01,64.11,64.87,5114363
2018-04-09,64.94,65.33,63.02,63.4,4739859
2018-04-10,62.69,64.05,62.45,63.81,4691915
2018-04-11,64.15,65.07,63.56,64.48,4257109
2018-04-12,64.24,64.98,62.82,63.56,5331004
2018-04-13,63.6,64.12,63.14,63.66,4104509
2018-04-16,63.67,64.93,60.42,61.64,8698880
2018-04-17,61.24,62.68,60.6,62.04,4978809
2018-04-18,62.03,64.76,61.42,64.13,6910189
2018-04-19,64.49,65.51,61.29,62.27,8384259
2018-04-20,62.19,65.2,61.49,64.47,6875250
